date,instrument,direction,entry_time,entry_price,exit_time,exit_price,exit_reason,quantity,points,pnl_inr,brokerage,stt,exchange_txn_charges,sebi_charges,stamp_duty,gst,total_charges,net_pnl_inr,equity_before,equity_after,withdrawn_to_date,withdrawal_here,realized_net_to_date
2022-04-13,BANKNIFTY,SHORT,2022-04-13 10:00:00+05:30,37836.51,2022-04-13 12:04:00+05:30,37659.11,TP,30,177.4,5321.96,20.0,567.55,41.45,2.26,22.6,11.06,664.92,4657.04,208260.0,212917.05,0.0,False,12917.04
2022-04-20,BANKNIFTY,SHORT,2022-04-20 13:10:00+05:30,36440.4,2022-04-20 13:48:00+05:30,36245.31,TP,30,195.09,5852.72,20.0,546.61,39.9,2.18,21.75,10.78,641.22,5211.5,212917.05,218128.54,0.0,False,18128.54
2022-04-20,BANKNIFTY,LONG,2022-04-20 14:40:00+05:30,36233.09,2022-04-20 15:14:00+05:30,36288.2,PRE_CLOSE_FLATTEN,30,55.11,1653.3,20.0,544.32,39.81,2.18,21.74,10.77,638.82,1014.48,218128.54,219143.02,0.0,False,19143.02
2022-04-25,BANKNIFTY,LONG,2022-04-25 11:50:00+05:30,36093.34,2022-04-25 12:20:00+05:30,36017.28,SL,30,-76.06,-2281.78,20.0,540.26,39.59,2.16,21.66,10.73,634.39,-2916.17,219143.02,216226.85,0.0,False,16226.85
2022-04-25,BANKNIFTY,SHORT,2022-04-25 13:35:00+05:30,36101.78,2022-04-25 14:05:00+05:30,36105.47,EARLY_EXIT,30,-3.69,-110.85,20.0,541.53,39.64,2.17,21.66,10.74,635.73,-746.58,216226.85,215480.27,0.0,False,15480.27
2022-04-29,BANKNIFTY,LONG,2022-04-29 10:15:00+05:30,36424.18,2022-04-29 11:34:00+05:30,36614.28,TP,30,190.11,5703.18,20.0,549.21,40.1,2.19,21.85,10.82,644.18,5059.0,215480.27,220539.27,0.0,False,20539.27
2022-05-02,BANKNIFTY,SHORT,2022-05-02 12:45:00+05:30,36041.85,2022-05-02 12:48:00+05:30,35950.35,TP,30,91.5,2745.0,20.0,540.63,39.52,2.16,21.57,10.71,634.6,2110.4,220539.27,222649.67,0.0,False,22649.67
2022-05-13,BANKNIFTY,LONG,2022-05-13 10:20:00+05:30,33685.61,2022-05-13 13:37:00+05:30,33979.64,TP,30,294.04,8821.06,20.0,509.69,37.15,2.03,20.21,10.29,599.37,8221.69,222649.67,230871.37,0.0,False,30871.36
2022-05-18,BANKNIFTY,LONG,2022-05-18 13:30:00+05:30,34244.3,2022-05-18 13:50:00+05:30,34327.25,EARLY_EXIT,30,82.95,2488.5,20.0,514.91,37.65,2.06,20.55,10.38,605.53,1882.97,230871.37,232754.34,0.0,False,32754.33
2022-05-24,BANKNIFTY,LONG,2022-05-24 11:30:00+05:30,34297.95,2022-05-24 11:40:00+05:30,34390.35,TP,30,92.4,2772.0,20.0,515.86,37.71,2.06,20.58,10.39,606.59,2165.41,232754.34,234919.75,0.0,False,34919.74
2022-06-17,BANKNIFTY,SHORT,2022-06-17 10:05:00+05:30,32706.97,2022-06-17 10:35:00+05:30,32636.65,EARLY_EXIT,30,70.31,2109.45,20.0,490.6,35.87,1.96,19.58,10.06,578.08,1531.37,234919.75,236451.12,0.0,False,36451.11
2022-06-17,BANKNIFTY,SHORT,2022-06-17 10:45:00+05:30,32627.7,2022-06-17 12:10:00+05:30,32626.65,EARLY_EXIT,30,1.05,31.35,20.0,489.42,35.82,1.96,19.58,10.05,576.82,-545.47,236451.12,235905.65,0.0,False,35905.64
